Account__,Description__,CompanyCode__,Allocable1__,Allocable2__,Allocable3__,Allocable4__,Allocable5__,Group__,Manager__
1366,2132 Accum. Depr - LX OC,7,,,,,,,
1366,2132 Accum. Depr - LX OC,13,,,,,,,
1366,2132 Accum. Depr - LX OC,14,,,,,,,
1366,2132 Accum. Depr - LX OC,2,,,,,,,
1366,2132 Accum. Depr - LX OC,5,,,,,,,
1366,2132 Accum. Depr - LX OC,17,,,,,,,
1366,2132 Accum. Depr - LX OC,18,,,,,,,
1366,2132 Accum. Depr - LX OC,3,,,,,,,
1366,2132 Accum. Depr - LX OC,9,,,,,,,
1366,2132 Accum. Depr - LX OC,19,,,,,,,
1367,2135 Accum. Depr - APC,7,,,,,,,
1367,2135 Accum. Depr - APC,2,,,,,,,
1367,2135 Accum. Depr - APC,6,,,,,,,
1367,2135 Accum. Depr - APC,1,,,,,,,
1367,2135 Accum. Depr - APC,5,,,,,,,
1367,2135 Accum. Depr - APC,9,,,,,,,
1367,2135 Accum. Depr - APC,19,,,,,,,
1367,2135 Accum. Depr - APC,14,,,,,,,
1367,2135 Accum. Depr - APC,17,,,,,,,
1367,2135 Accum. Depr - APC,3,,,,,,,
1367,2135 Accum. Depr - APC,11,,,,,,,
1367,2135 Accum. Depr - APC,18,,,,,,,
1367,2135 Accum. Depr - APC,12,,,,,,,
1367,2135 Accum. Depr - APC,13,,,,,,,
4386,215-00-000 PTU POR PAGAR,13,,,,,,,
4538,215-01-000 PTU POR PAGAR : PTU POR PAGAR 1,13,,,,,,,
4539,215-01-001 PTU POR PAGAR : PTU POR PAGAR 1 : PTU POR PAGAR 2,13,,,,,,,
1296,2800 AAG StartUp,6,,,,,,,
1296,2800 AAG StartUp,13,,,,,,,
1296,2800 AAG StartUp,19,,,,,,,
1296,2800 AAG StartUp,9,,,,,,,
1296,2800 AAG StartUp,11,,,,,,,
1296,2800 AAG StartUp,2,,,,,,,
1296,2800 AAG StartUp,14,,,,,,,
1296,2800 AAG StartUp,1,,,,,,,
1296,2800 AAG StartUp,5,,,,,,,
1296,2800 AAG StartUp,17,,,,,,,
1296,2800 AAG StartUp,7,,,,,,,
1296,2800 AAG StartUp,18,,,,,,,
1296,2800 AAG StartUp,12,,,,,,,
1296,2800 AAG StartUp,3,,,,,,,
1297,2810 AAG Amortized StartUp,7,,,,,,,
1297,2810 AAG Amortized StartUp,11,,,,,,,
1297,2810 AAG Amortized StartUp,2,,,,,,,
1297,2810 AAG Amortized StartUp,13,,,,,,,
1297,2810 AAG Amortized StartUp,14,,,,,,,
1297,2810 AAG Amortized StartUp,18,,,,,,,
1297,2810 AAG Amortized StartUp,17,,,,,,,
1297,2810 AAG Amortized StartUp,1,,,,,,,
1297,2810 AAG Amortized StartUp,5,,,,,,,
1297,2810 AAG Amortized StartUp,12,,,,,,,
1297,2810 AAG Amortized StartUp,3,,,,,,,
1297,2810 AAG Amortized StartUp,6,,,,,,,
1297,2810 AAG Amortized StartUp,9,,,,,,,
1297,2810 AAG Amortized StartUp,19,,,,,,,
1368,2850 Goodwill,5,,,,,,,
1368,2850 Goodwill,12,,,,,,,
1368,2850 Goodwill,19,,,,,,,
1368,2850 Goodwill,13,,,,,,,
1368,2850 Goodwill,7,,,,,,,
1368,2850 Goodwill,18,,,,,,,
1368,2850 Goodwill,17,,,,,,,
1368,2850 Goodwill,14,,,,,,,
1368,2850 Goodwill,1,,,,,,,
1368,2850 Goodwill,11,,,,,,,
1368,2850 Goodwill,3,,,,,,,
1368,2850 Goodwill,6,,,,,,,
1368,2850 Goodwill,9,,,,,,,
1368,2850 Goodwill,2,,,,,,,
1369,2851 Goodwill - Bedliners by LX,3,,,,,,,
1369,2851 Goodwill - Bedliners by LX,17,,,,,,,
1369,2851 Goodwill - Bedliners by LX,1,,,,,,,
1369,2851 Goodwill - Bedliners by LX,9,,,,,,,
1369,2851 Goodwill - Bedliners by LX,14,,,,,,,
1369,2851 Goodwill - Bedliners by LX,18,,,,,,,
1369,2851 Goodwill - Bedliners by LX,5,,,,,,,
1369,2851 Goodwill - Bedliners by LX,13,,,,,,,
1369,2851 Goodwill - Bedliners by LX,7,,,,,,,
1369,2851 Goodwill - Bedliners by LX,11,,,,,,,
1369,2851 Goodwill - Bedliners by LX,12,,,,,,,
1369,2851 Goodwill - Bedliners by LX,6,,,,,,,
1369,2851 Goodwill - Bedliners by LX,19,,,,,,,
1369,2851 Goodwill - Bedliners by LX,2,,,,,,,
1370,2852 Goodwill - Southwest Urethane,1,,,,,,,
1370,2852 Goodwill - Southwest Urethane,5,,,,,,,
1370,2852 Goodwill - Southwest Urethane,12,,,,,,,
1370,2852 Goodwill - Southwest Urethane,6,,,,,,,
1370,2852 Goodwill - Southwest Urethane,7,,,,,,,
1370,2852 Goodwill - Southwest Urethane,11,,,,,,,
1370,2852 Goodwill - Southwest Urethane,19,,,,,,,
1370,2852 Goodwill - Southwest Urethane,18,,,,,,,
1370,2852 Goodwill - Southwest Urethane,2,,,,,,,
1370,2852 Goodwill - Southwest Urethane,3,,,,,,,
1370,2852 Goodwill - Southwest Urethane,9,,,,,,,
1370,2852 Goodwill - Southwest Urethane,13,,,,,,,
1370,2852 Goodwill - Southwest Urethane,17,,,,,,,
1370,2852 Goodwill - Southwest Urethane,14,,,,,,,
1371,2853 Goodwill - LXW,3,,,,,,,
1371,2853 Goodwill - LXW,6,,,,,,,
1371,2853 Goodwill - LXW,9,,,,,,,
1371,2853 Goodwill - LXW,14,,,,,,,
1371,2853 Goodwill - LXW,7,,,,,,,
1371,2853 Goodwill - LXW,11,,,,,,,
1371,2853 Goodwill - LXW,17,,,,,,,
1371,2853 Goodwill - LXW,18,,,,,,,
1371,2853 Goodwill - LXW,5,,,,,,,
1371,2853 Goodwill - LXW,2,,,,,,,
1371,2853 Goodwill - LXW,13,,,,,,,
1371,2853 Goodwill - LXW,1,,,,,,,
1371,2853 Goodwill - LXW,19,,,,,,,
1371,2853 Goodwill - LXW,12,,,,,,,
1372,2854 NWU Goodwill,6,,,,,,,
1372,2854 NWU Goodwill,5,,,,,,,
1372,2854 NWU Goodwill,9,,,,,,,
1372,2854 NWU Goodwill,13,,,,,,,
1372,2854 NWU Goodwill,2,,,,,,,
1372,2854 NWU Goodwill,18,,,,,,,
1372,2854 NWU Goodwill,11,,,,,,,
1372,2854 NWU Goodwill,7,,,,,,,
1372,2854 NWU Goodwill,12,,,,,,,
1372,2854 NWU Goodwill,14,,,,,,,
1372,2854 NWU Goodwill,1,,,,,,,
1372,2854 NWU Goodwill,19,,,,,,,
1372,2854 NWU Goodwill,17,,,,,,,
1372,2854 NWU Goodwill,3,,,,,,,
1373,2855 Goodwill - APC,14,,,,,,,
1373,2855 Goodwill - APC,17,,,,,,,
1373,2855 Goodwill - APC,3,,,,,,,
1373,2855 Goodwill - APC,7,,,,,,,
1373,2855 Goodwill - APC,5,,,,,,,
1373,2855 Goodwill - APC,18,,,,,,,
1373,2855 Goodwill - APC,1,,,,,,,
1373,2855 Goodwill - APC,11,,,,,,,
1373,2855 Goodwill - APC,12,,,,,,,
1373,2855 Goodwill - APC,19,,,,,,,
1373,2855 Goodwill - APC,13,,,,,,,
1373,2855 Goodwill - APC,2,,,,,,,
1373,2855 Goodwill - APC,6,,,,,,,
1373,2855 Goodwill - APC,9,,,,,,,
1374,2856 Goodwill - Great Lakes,9,,,,,,,
1374,2856 Goodwill - Great Lakes,13,,,,,,,
1374,2856 Goodwill - Great Lakes,6,,,,,,,
1374,2856 Goodwill - Great Lakes,14,,,,,,,
1374,2856 Goodwill - Great Lakes,12,,,,,,,
1374,2856 Goodwill - Great Lakes,1,,,,,,,
1374,2856 Goodwill - Great Lakes,17,,,,,,,
1374,2856 Goodwill - Great Lakes,2,,,,,,,
1374,2856 Goodwill - Great Lakes,18,,,,,,,
1374,2856 Goodwill - Great Lakes,7,,,,,,,
1374,2856 Goodwill - Great Lakes,19,,,,,,,
1374,2856 Goodwill - Great Lakes,5,,,,,,,
1374,2856 Goodwill - Great Lakes,11,,,,,,,
1374,2856 Goodwill - Great Lakes,3,,,,,,,
1704,2857 Goodwill - LXC,3,,,,,,,
1704,2857 Goodwill - LXC,5,,,,,,,
1704,2857 Goodwill - LXC,12,,,,,,,
1704,2857 Goodwill - LXC,18,,,,,,,
1704,2857 Goodwill - LXC,13,,,,,,,
1704,2857 Goodwill - LXC,6,,,,,,,
1704,2857 Goodwill - LXC,1,,,,,,,
1704,2857 Goodwill - LXC,2,,,,,,,
1704,2857 Goodwill - LXC,14,,,,,,,
1704,2857 Goodwill - LXC,17,,,,,,,
1704,2857 Goodwill - LXC,7,,,,,,,
1704,2857 Goodwill - LXC,9,,,,,,,
1704,2857 Goodwill - LXC,11,,,,,,,
1704,2857 Goodwill - LXC,19,,,,,,,
1861,2858 Accumulated Amortization - Goodwill,11,,,,,,,
1861,2858 Accumulated Amortization - Goodwill,1,,,,,,,
1861,2858 Accumulated Amortization - Goodwill,2,,,,,,,
1861,2858 Accumulated Amortization - Goodwill,14,,,,,,,
1861,2858 Accumulated Amortization - Goodwill,12,,,,,,,
1861,2858 Accumulated Amortization - Goodwill,9,,,,,,,
1861,2858 Accumulated Amortization - Goodwill,13,,,,,,,
1861,2858 Accumulated Amortization - Goodwill,7,,,,,,,
1861,2858 Accumulated Amortization - Goodwill,3,,,,,,,
1861,2858 Accumulated Amortization - Goodwill,19,,,,,,,
1861,2858 Accumulated Amortization - Goodwill,18,,,,,,,
1861,2858 Accumulated Amortization - Goodwill,5,,,,,,,
1861,2858 Accumulated Amortization - Goodwill,17,,,,,,,
1861,2858 Accumulated Amortization - Goodwill,6,,,,,,,
1375,2860 Intelectual Property,1,,,,,,,
1375,2860 Intelectual Property,12,,,,,,,
1375,2860 Intelectual Property,3,,,,,,,
1375,2860 Intelectual Property,2,,,,,,,
1375,2860 Intelectual Property,18,,,,,,,
1375,2860 Intelectual Property,17,,,,,,,
1375,2860 Intelectual Property,14,,,,,,,
1375,2860 Intelectual Property,6,,,,,,,
1375,2860 Intelectual Property,9,,,,,,,
1375,2860 Intelectual Property,7,,,,,,,
1375,2860 Intelectual Property,19,,,,,,,
1375,2860 Intelectual Property,11,,,,,,,
1375,2860 Intelectual Property,5,,,,,,,
1375,2860 Intelectual Property,13,,,,,,,
1376,2900 Trademark and Trade Name,5,,,,,,,
1376,2900 Trademark and Trade Name,9,,,,,,,
1376,2900 Trademark and Trade Name,13,,,,,,,
1376,2900 Trademark and Trade Name,11,,,,,,,
1376,2900 Trademark and Trade Name,2,,,,,,,
1376,2900 Trademark and Trade Name,3,,,,,,,
1376,2900 Trademark and Trade Name,18,,,,,,,
1376,2900 Trademark and Trade Name,12,,,,,,,
1376,2900 Trademark and Trade Name,1,,,,,,,
1376,2900 Trademark and Trade Name,14,,,,,,,
1376,2900 Trademark and Trade Name,19,,,,,,,
1376,2900 Trademark and Trade Name,6,,,,,,,
1376,2900 Trademark and Trade Name,17,,,,,,,
1376,2900 Trademark and Trade Name,7,,,,,,,
1377,2901 APC Trademark and Trade Name,12,,,,,,,
1377,2901 APC Trademark and Trade Name,7,,,,,,,
1377,2901 APC Trademark and Trade Name,9,,,,,,,
1377,2901 APC Trademark and Trade Name,11,,,,,,,
1377,2901 APC Trademark and Trade Name,18,,,,,,,
1377,2901 APC Trademark and Trade Name,17,,,,,,,
1377,2901 APC Trademark and Trade Name,13,,,,,,,
1377,2901 APC Trademark and Trade Name,5,,,,,,,
1377,2901 APC Trademark and Trade Name,6,,,,,,,
1377,2901 APC Trademark and Trade Name,3,,,,,,,
1377,2901 APC Trademark and Trade Name,14,,,,,,,
1377,2901 APC Trademark and Trade Name,1,,,,,,,
1377,2901 APC Trademark and Trade Name,2,,,,,,,
1377,2901 APC Trademark and Trade Name,19,,,,,,,
1378,2902 REACH,11,,,,,,,
1378,2902 REACH,18,,,,,,,
1378,2902 REACH,7,,,,,,,
1378,2902 REACH,9,,,,,,,
1378,2902 REACH,13,,,,,,,
1378,2902 REACH,14,,,,,,,
1378,2902 REACH,2,,,,,,,
1378,2902 REACH,5,,,,,,,
1378,2902 REACH,6,,,,,,,
1378,2902 REACH,1,,,,,,,
1378,2902 REACH,3,,,,,,,
1378,2902 REACH,12,,,,,,,
1378,2902 REACH,17,,,,,,,
1378,2902 REACH,19,,,,,,,
1710,2903 Accum Amort - Trademark and Trade Name,14,,,,,,,
1710,2903 Accum Amort - Trademark and Trade Name,18,,,,,,,
1710,2903 Accum Amort - Trademark and Trade Name,5,,,,,,,
1710,2903 Accum Amort - Trademark and Trade Name,1,,,,,,,
1710,2903 Accum Amort - Trademark and Trade Name,19,,,,,,,
1710,2903 Accum Amort - Trademark and Trade Name,9,,,,,,,
1710,2903 Accum Amort - Trademark and Trade Name,6,,,,,,,
1710,2903 Accum Amort - Trademark and Trade Name,7,,,,,,,
1710,2903 Accum Amort - Trademark and Trade Name,12,,,,,,,
1710,2903 Accum Amort - Trademark and Trade Name,3,,,,,,,
1710,2903 Accum Amort - Trademark and Trade Name,11,,,,,,,
1710,2903 Accum Amort - Trademark and Trade Name,13,,,,,,,
1710,2903 Accum Amort - Trademark and Trade Name,17,,,,,,,
1710,2903 Accum Amort - Trademark and Trade Name,2,,,,,,,
1956,2904 Formulations,1,,,,,,,
1956,2904 Formulations,11,,,,,,,
1956,2904 Formulations,12,,,,,,,
1956,2904 Formulations,14,,,,,,,
1956,2904 Formulations,3,,,,,,,
1956,2904 Formulations,7,,,,,,,
1956,2904 Formulations,18,,,,,,,
1956,2904 Formulations,17,,,,,,,
1956,2904 Formulations,2,,,,,,,
1956,2904 Formulations,5,,,,,,,
1956,2904 Formulations,13,,,,,,,
1956,2904 Formulations,6,,,,,,,
1956,2904 Formulations,9,,,,,,,
1956,2904 Formulations,19,,,,,,,
1957,2905 Accumulated Amortization - Formulations,19,,,,,,,
1957,2905 Accumulated Amortization - Formulations,2,,,,,,,
1957,2905 Accumulated Amortization - Formulations,12,,,,,,,
1957,2905 Accumulated Amortization - Formulations,7,,,,,,,
1957,2905 Accumulated Amortization - Formulations,1,,,,,,,
1957,2905 Accumulated Amortization - Formulations,5,,,,,,,
1957,2905 Accumulated Amortization - Formulations,14,,,,,,,
1957,2905 Accumulated Amortization - Formulations,3,,,,,,,
1957,2905 Accumulated Amortization - Formulations,9,,,,,,,
1957,2905 Accumulated Amortization - Formulations,11,,,,,,,
1957,2905 Accumulated Amortization - Formulations,17,,,,,,,
1957,2905 Accumulated Amortization - Formulations,6,,,,,,,
1957,2905 Accumulated Amortization - Formulations,13,,,,,,,
1957,2905 Accumulated Amortization - Formulations,18,,,,,,,
1958,2906 Supply Agreement,18,,,,,,,
1958,2906 Supply Agreement,19,,,,,,,
1958,2906 Supply Agreement,7,,,,,,,
1958,2906 Supply Agreement,12,,,,,,,
1958,2906 Supply Agreement,3,,,,,,,
1958,2906 Supply Agreement,9,,,,,,,
1958,2906 Supply Agreement,17,,,,,,,
1958,2906 Supply Agreement,5,,,,,,,
1958,2906 Supply Agreement,6,,,,,,,
1958,2906 Supply Agreement,11,,,,,,,
1958,2906 Supply Agreement,1,,,,,,,
1958,2906 Supply Agreement,2,,,,,,,
1958,2906 Supply Agreement,14,,,,,,,
1958,2906 Supply Agreement,13,,,,,,,
1959,2907 Accumulated Amortization - Supply Agreement,6,,,,,,,
1959,2907 Accumulated Amortization - Supply Agreement,3,,,,,,,
1959,2907 Accumulated Amortization - Supply Agreement,7,,,,,,,
1959,2907 Accumulated Amortization - Supply Agreement,11,,,,,,,
1959,2907 Accumulated Amortization - Supply Agreement,2,,,,,,,
1959,2907 Accumulated Amortization - Supply Agreement,5,,,,,,,
1959,2907 Accumulated Amortization - Supply Agreement,9,,,,,,,
1959,2907 Accumulated Amortization - Supply Agreement,14,,,,,,,
1959,2907 Accumulated Amortization - Supply Agreement,13,,,,,,,
1959,2907 Accumulated Amortization - Supply Agreement,17,,,,,,,
1959,2907 Accumulated Amortization - Supply Agreement,1,,,,,,,
1959,2907 Accumulated Amortization - Supply Agreement,18,,,,,,,
1959,2907 Accumulated Amortization - Supply Agreement,12,,,,,,,
1959,2907 Accumulated Amortization - Supply Agreement,19,,,,,,,
1379,2910 Patents and Development Technology,1,,,,,,,
1379,2910 Patents and Development Technology,6,,,,,,,
1379,2910 Patents and Development Technology,18,,,,,,,
1379,2910 Patents and Development Technology,19,,,,,,,
1379,2910 Patents and Development Technology,2,,,,,,,
1379,2910 Patents and Development Technology,7,,,,,,,
1379,2910 Patents and Development Technology,11,,,,,,,
1379,2910 Patents and Development Technology,9,,,,,,,
1379,2910 Patents and Development Technology,3,,,,,,,
1379,2910 Patents and Development Technology,13,,,,,,,
1379,2910 Patents and Development Technology,12,,,,,,,
1379,2910 Patents and Development Technology,17,,,,,,,
1379,2910 Patents and Development Technology,14,,,,,,,
1379,2910 Patents and Development Technology,5,,,,,,,
1380,2911 Accum Amort. - Patents,11,,,,,,,
1380,2911 Accum Amort. - Patents,13,,,,,,,
1380,2911 Accum Amort. - Patents,6,,,,,,,
1380,2911 Accum Amort. - Patents,1,,,,,,,
1380,2911 Accum Amort. - Patents,19,,,,,,,
1380,2911 Accum Amort. - Patents,18,,,,,,,
1380,2911 Accum Amort. - Patents,9,,,,,,,
1380,2911 Accum Amort. - Patents,3,,,,,,,
1380,2911 Accum Amort. - Patents,17,,,,,,,
1380,2911 Accum Amort. - Patents,7,,,,,,,
1380,2911 Accum Amort. - Patents,2,,,,,,,
1380,2911 Accum Amort. - Patents,5,,,,,,,
1380,2911 Accum Amort. - Patents,12,,,,,,,
1380,2911 Accum Amort. - Patents,14,,,,,,,
1381,2920 LFDC Franchise Network,7,,,,,,,
1381,2920 LFDC Franchise Network,5,,,,,,,
1381,2920 LFDC Franchise Network,3,,,,,,,
1381,2920 LFDC Franchise Network,17,,,,,,,
1381,2920 LFDC Franchise Network,19,,,,,,,
1381,2920 LFDC Franchise Network,13,,,,,,,
1381,2920 LFDC Franchise Network,12,,,,,,,
1381,2920 LFDC Franchise Network,11,,,,,,,
1381,2920 LFDC Franchise Network,9,,,,,,,
1381,2920 LFDC Franchise Network,6,,,,,,,
1381,2920 LFDC Franchise Network,1,,,,,,,
1381,2920 LFDC Franchise Network,14,,,,,,,
1381,2920 LFDC Franchise Network,2,,,,,,,
1381,2920 LFDC Franchise Network,18,,,,,,,
1382,2921 Accum Amort. - Franchise Network,5,,,,,,,
1382,2921 Accum Amort. - Franchise Network,14,,,,,,,
1382,2921 Accum Amort. - Franchise Network,18,,,,,,,
1382,2921 Accum Amort. - Franchise Network,12,,,,,,,
1382,2921 Accum Amort. - Franchise Network,3,,,,,,,
1382,2921 Accum Amort. - Franchise Network,2,,,,,,,
1382,2921 Accum Amort. - Franchise Network,13,,,,,,,
1382,2921 Accum Amort. - Franchise Network,11,,,,,,,
1382,2921 Accum Amort. - Franchise Network,6,,,,,,,
1382,2921 Accum Amort. - Franchise Network,1,,,,,,,
1382,2921 Accum Amort. - Franchise Network,9,,,,,,,
1382,2921 Accum Amort. - Franchise Network,7,,,,,,,
1382,2921 Accum Amort. - Franchise Network,19,,,,,,,
1382,2921 Accum Amort. - Franchise Network,17,,,,,,,
1383,2922 NWU Franchise Network,6,,,,,,,
1383,2922 NWU Franchise Network,14,,,,,,,
1383,2922 NWU Franchise Network,13,,,,,,,
1383,2922 NWU Franchise Network,19,,,,,,,
1383,2922 NWU Franchise Network,1,,,,,,,
1383,2922 NWU Franchise Network,5,,,,,,,
1383,2922 NWU Franchise Network,12,,,,,,,
1383,2922 NWU Franchise Network,17,,,,,,,
1383,2922 NWU Franchise Network,2,,,,,,,
1383,2922 NWU Franchise Network,3,,,,,,,
1383,2922 NWU Franchise Network,9,,,,,,,
1383,2922 NWU Franchise Network,18,,,,,,,
1383,2922 NWU Franchise Network,11,,,,,,,
1383,2922 NWU Franchise Network,7,,,,,,,
1384,2923 Accum Amort. - NWU Franchise Network,5,,,,,,,
1384,2923 Accum Amort. - NWU Franchise Network,7,,,,,,,
1384,2923 Accum Amort. - NWU Franchise Network,14,,,,,,,
1384,2923 Accum Amort. - NWU Franchise Network,18,,,,,,,
1384,2923 Accum Amort. - NWU Franchise Network,1,,,,,,,
1384,2923 Accum Amort. - NWU Franchise Network,6,,,,,,,
1384,2923 Accum Amort. - NWU Franchise Network,17,,,,,,,
1384,2923 Accum Amort. - NWU Franchise Network,12,,,,,,,
1384,2923 Accum Amort. - NWU Franchise Network,2,,,,,,,
1384,2923 Accum Amort. - NWU Franchise Network,9,,,,,,,
1384,2923 Accum Amort. - NWU Franchise Network,3,,,,,,,
1384,2923 Accum Amort. - NWU Franchise Network,13,,,,,,,
1384,2923 Accum Amort. - NWU Franchise Network,19,,,,,,,
1384,2923 Accum Amort. - NWU Franchise Network,11,,,,,,,
1385,2924 APC Franchise Network,2,,,,,,,
1385,2924 APC Franchise Network,18,,,,,,,
1385,2924 APC Franchise Network,19,,,,,,,
1385,2924 APC Franchise Network,1,,,,,,,
1385,2924 APC Franchise Network,6,,,,,,,
1385,2924 APC Franchise Network,11,,,,,,,
1385,2924 APC Franchise Network,17,,,,,,,
1385,2924 APC Franchise Network,5,,,,,,,
1385,2924 APC Franchise Network,7,,,,,,,
1385,2924 APC Franchise Network,12,,,,,,,
1385,2924 APC Franchise Network,3,,,,,,,
1385,2924 APC Franchise Network,9,,,,,,,
1385,2924 APC Franchise Network,14,,,,,,,
1385,2924 APC Franchise Network,13,,,,,,,
1386,2925 Accum Amort. - APC Franchise Network,3,,,,,,,
1386,2925 Accum Amort. - APC Franchise Network,13,,,,,,,
1386,2925 Accum Amort. - APC Franchise Network,14,,,,,,,
1386,2925 Accum Amort. - APC Franchise Network,17,,,,,,,
1386,2925 Accum Amort. - APC Franchise Network,6,,,,,,,
1386,2925 Accum Amort. - APC Franchise Network,7,,,,,,,
1386,2925 Accum Amort. - APC Franchise Network,2,,,,,,,
1386,2925 Accum Amort. - APC Franchise Network,19,,,,,,,
1386,2925 Accum Amort. - APC Franchise Network,1,,,,,,,
1386,2925 Accum Amort. - APC Franchise Network,5,,,,,,,
1386,2925 Accum Amort. - APC Franchise Network,9,,,,,,,
1386,2925 Accum Amort. - APC Franchise Network,11,,,,,,,
1386,2925 Accum Amort. - APC Franchise Network,18,,,,,,,
1386,2925 Accum Amort. - APC Franchise Network,12,,,,,,,
1387,2926 Great Lakes Franchise Network,11,,,,,,,
1387,2926 Great Lakes Franchise Network,19,,,,,,,
1387,2926 Great Lakes Franchise Network,6,,,,,,,
1387,2926 Great Lakes Franchise Network,18,,,,,,,
1387,2926 Great Lakes Franchise Network,1,,,,,,,
1387,2926 Great Lakes Franchise Network,9,,,,,,,
1387,2926 Great Lakes Franchise Network,2,,,,,,,
1387,2926 Great Lakes Franchise Network,13,,,,,,,
1387,2926 Great Lakes Franchise Network,17,,,,,,,
1387,2926 Great Lakes Franchise Network,7,,,,,,,
1387,2926 Great Lakes Franchise Network,14,,,,,,,
1387,2926 Great Lakes Franchise Network,3,,,,,,,
1387,2926 Great Lakes Franchise Network,5,,,,,,,
1387,2926 Great Lakes Franchise Network,12,,,,,,,
1388,2927 Accumulated Amort Great Lakes Fran Netwo,6,,,,,,,
1388,2927 Accumulated Amort Great Lakes Fran Netwo,13,,,,,,,
1388,2927 Accumulated Amort Great Lakes Fran Netwo,7,,,,,,,
1388,2927 Accumulated Amort Great Lakes Fran Netwo,9,,,,,,,
1388,2927 Accumulated Amort Great Lakes Fran Netwo,14,,,,,,,
1388,2927 Accumulated Amort Great Lakes Fran Netwo,17,,,,,,,
1388,2927 Accumulated Amort Great Lakes Fran Netwo,18,,,,,,,
1388,2927 Accumulated Amort Great Lakes Fran Netwo,3,,,,,,,
1388,2927 Accumulated Amort Great Lakes Fran Netwo,11,,,,,,,
1388,2927 Accumulated Amort Great Lakes Fran Netwo,19,,,,,,,
1388,2927 Accumulated Amort Great Lakes Fran Netwo,2,,,,,,,
1388,2927 Accumulated Amort Great Lakes Fran Netwo,5,,,,,,,
1388,2927 Accumulated Amort Great Lakes Fran Netwo,12,,,,,,,
1388,2927 Accumulated Amort Great Lakes Fran Netwo,1,,,,,,,
1389,2928 LXW Franchise Network,1,,,,,,,
1389,2928 LXW Franchise Network,3,,,,,,,
1389,2928 LXW Franchise Network,11,,,,,,,
1389,2928 LXW Franchise Network,7,,,,,,,
1389,2928 LXW Franchise Network,2,,,,,,,
1389,2928 LXW Franchise Network,5,,,,,,,
1389,2928 LXW Franchise Network,19,,,,,,,
1389,2928 LXW Franchise Network,14,,,,,,,
1389,2928 LXW Franchise Network,17,,,,,,,
1389,2928 LXW Franchise Network,6,,,,,,,
1389,2928 LXW Franchise Network,9,,,,,,,
1389,2928 LXW Franchise Network,12,,,,,,,
1389,2928 LXW Franchise Network,18,,,,,,,
1389,2928 LXW Franchise Network,13,,,,,,,
1390,2929 Accumulated Amort LXW Fran Network,1,,,,,,,
1390,2929 Accumulated Amort LXW Fran Network,17,,,,,,,
1390,2929 Accumulated Amort LXW Fran Network,5,,,,,,,
1390,2929 Accumulated Amort LXW Fran Network,6,,,,,,,
1390,2929 Accumulated Amort LXW Fran Network,19,,,,,,,
1390,2929 Accumulated Amort LXW Fran Network,2,,,,,,,
1390,2929 Accumulated Amort LXW Fran Network,14,,,,,,,
1390,2929 Accumulated Amort LXW Fran Network,7,,,,,,,
1390,2929 Accumulated Amort LXW Fran Network,9,,,,,,,
1390,2929 Accumulated Amort LXW Fran Network,11,,,,,,,
1390,2929 Accumulated Amort LXW Fran Network,12,,,,,,,
1390,2929 Accumulated Amort LXW Fran Network,13,,,,,,,
1390,2929 Accumulated Amort LXW Fran Network,3,,,,,,,
1390,2929 Accumulated Amort LXW Fran Network,18,,,,,,,
1391,2930 Master Franchise Network,12,,,,,,,
1391,2930 Master Franchise Network,2,,,,,,,
1391,2930 Master Franchise Network,14,,,,,,,
1391,2930 Master Franchise Network,6,,,,,,,
1391,2930 Master Franchise Network,3,,,,,,,
1391,2930 Master Franchise Network,9,,,,,,,
1391,2930 Master Franchise Network,18,,,,,,,
1391,2930 Master Franchise Network,17,,,,,,,
1391,2930 Master Franchise Network,1,,,,,,,
1391,2930 Master Franchise Network,19,,,,,,,
1391,2930 Master Franchise Network,7,,,,,,,
1391,2930 Master Franchise Network,5,,,,,,,
1391,2930 Master Franchise Network,13,,,,,,,
1391,2930 Master Franchise Network,11,,,,,,,
1392,2931 Accum Amort. - Master Network,1,,,,,,,
1392,2931 Accum Amort. - Master Network,19,,,,,,,
1392,2931 Accum Amort. - Master Network,3,,,,,,,
1392,2931 Accum Amort. - Master Network,6,,,,,,,
1392,2931 Accum Amort. - Master Network,18,,,,,,,
1392,2931 Accum Amort. - Master Network,17,,,,,,,
1392,2931 Accum Amort. - Master Network,12,,,,,,,
1392,2931 Accum Amort. - Master Network,5,,,,,,,
1392,2931 Accum Amort. - Master Network,11,,,,,,,
1392,2931 Accum Amort. - Master Network,13,,,,,,,
1392,2931 Accum Amort. - Master Network,9,,,,,,,
1392,2931 Accum Amort. - Master Network,2,,,,,,,
1392,2931 Accum Amort. - Master Network,7,,,,,,,
1392,2931 Accum Amort. - Master Network,14,,,,,,,
1393,2940 International Licensee Network,11,,,,,,,
1393,2940 International Licensee Network,18,,,,,,,
1393,2940 International Licensee Network,14,,,,,,,
1393,2940 International Licensee Network,5,,,,,,,
1393,2940 International Licensee Network,3,,,,,,,
1393,2940 International Licensee Network,19,,,,,,,
1393,2940 International Licensee Network,9,,,,,,,
1393,2940 International Licensee Network,6,,,,,,,
1393,2940 International Licensee Network,1,,,,,,,
1393,2940 International Licensee Network,13,,,,,,,
1393,2940 International Licensee Network,17,,,,,,,
1393,2940 International Licensee Network,7,,,,,,,
1393,2940 International Licensee Network,12,,,,,,,
